variable,dataset,tipo,descripcion,unidad,aditiva_o_tasa,nivel_educativo,sector,ambito,posible_dimension_proyecto,observaciones_metodologicas
internettipodeserviciopago,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
internettipodeconexiontelefonica,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
internettipodeconexionadsl,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
internettipodeconexioncablemodem,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
internettipodeconexionsatelital,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
internettipodeconexionotrotipo,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
internettipodeconexionmovil,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
espaciosconconexionenelareadeadministracion,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
espaciosconconexionenlasaulas,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
espaciosconconexionenlabibliotecas,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
espaciosconconexionenotroespaciodelestablecimiento,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
espaciosconconexionenellaboratorio,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
cooperadoraconpersoneriajuridica,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
cooperadorasinpersoneriajuridica,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
cooperadorano,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
sistemadegestionescolarsi,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
sistemadegestionescolarprovistoporelministerio,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
sistemadegestionescolardesarrolladoporterceros,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
sistemadegestionescolarencargadoporelestablecimiento,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
sistemadegestionescolarplanilladecalculo,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
disponedesalaolaboratoriodeinformaticasi,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
laboratoriofuncionaesespacioexclusivosi,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
bibliotecadisponedealmenosunasi,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
bibliotecafuncionaesespacioexclusivosi,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
subvencionestataljardinmaternalsi,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
subvencionestataljardindeinfantessi,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
subvencionestatalprimariasi,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
subvencionestatalsecundariasi,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
subvencionestatalsnusi,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
provincia_nombre_fuente,caracteristicas,string,Provincia informada por la fuente,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
departamento_nombre_fuente,caracteristicas,string,Departamento informado por la fuente,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
provincia_clave_fuente,caracteristicas,object,Nombre normalizado para correspondencia,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
departamento_clave_fuente,caracteristicas,object,Nombre normalizado para correspondencia,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
provincia_id,caracteristicas,string,Identificador GeoRef de provincia,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
provincia_nombre,caracteristicas,string,Nombre oficial GeoRef de provincia,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
departamento_id,caracteristicas,string,Identificador nacional GeoRef de departamento o equivalente,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
departamento_nombre,caracteristicas,string,Nombre GeoRef de departamento o equivalente,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
clave_territorial,caracteristicas,string,Clave interna provincia-departamento,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
match_metodo,caracteristicas,string,Metodo documentado de correspondencia territorial,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
